省份,区域,状态,2020-02-19,2020-02-18,2020-02-17,2020-02-16,2020-02-15,2020-02-14,2020-02-13,2020-02-12,2020-02-11,2020-02-10,2020-02-09,2020-02-08,2020-02-07,2020-02-06,2020-02-05,2020-02-04,2020-02-03,2020-02-02,2020-02-01,2020-01-31,2020-01-30,2020-01-29,2020-01-28,2020-01-27,2020-01-26,2020-01-25,2020-01-24
河南,新乡,确诊,0,1,3,4,6,7,11,15,21,21,27,33,39,41,41,43,44,46,48,53,54,55,55,56,57,57,57
河南,新乡,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,新乡,治愈,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,6,7,7,7,7,10,10,16,21,21,21
河南,新乡,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3
河南,安阳,确诊,0,0,3,7,11,14,16,20,24,24,29,33,35,37,40,43,44,45,46,49,50,50,51,51,51,52,52
河南,安阳,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,安阳,治愈,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,10,10,10,13,16,18,20,24,26,28
河南,安阳,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,许昌,确诊,0,0,0,1,2,2,3,8,12,13,15,19,24,26,28,30,31,31,32,34,34,37,37,38,38,38,39
河南,许昌,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,许昌,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,6,7,9,11,11,16
河南,许昌,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,漯河,确诊,0,0,3,6,9,9,11,13,14,16,20,23,24,26,26,29,30,30,31,33,33,33,34,34,34,34,34
河南,漯河,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,漯河,治愈,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,6,6,6,6,9,9,12,12,13,14
河南,漯河,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,焦作,确诊,0,0,0,0,2,2,2,2,2,7,8,12,15,17,18,20,24,25,28,28,29,29,30,30,32,32,32
河南,焦作,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,焦作,治愈,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,5,5,5,6,7,7,7,8
河南,焦作,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
河南,洛阳,确诊,1,1,1,2,2,2,2,3,5,7,7,12,17,21,24,25,25,27,28,29,30,30,31,31,31,31,31
河南,洛阳,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,洛阳,治愈,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,4,4,8,9,11,11,12,12
河南,洛阳,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
河南,开封,确诊,0,0,0,1,2,3,4,6,8,11,11,12,17,18,20,21,24,24,25,25,25,25,25,26,26,26,26
河南,开封,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,开封,治愈,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,8,6,7,8,9,11
河南,开封,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,鹤壁,确诊,0,0,0,2,2,5,6,6,6,8,8,10,10,10,11,13,17,17,18,19,19,19,19,19,19,19,19
河南,鹤壁,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,鹤壁,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,5,5,5,8
河南,鹤壁,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,濮阳,确诊,0,0,0,0,0,1,1,3,3,3,3,4,4,5,5,7,9,10,11,13,13,13,17,17,17,17,17
河南,濮阳,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,濮阳,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,4,7
河南,濮阳,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,三门峡,确诊,1,1,2,3,3,4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
河南,三门峡,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,三门峡,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,4,4,4,4,4,5
河南,三门峡,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,济源,确诊,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,4,4,4,4,4,4,4,4,5,5,5
河南,济源,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,济源,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
河南,济源,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,待明确地区,确诊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,待明确地区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
河南,待明确地区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,1,0,1,1,0,0,0,0,0,0,0,12
河南,待明确地区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,3,2,2,3,3,5,6,6
浙江,浙江,确诊,43,62,104,128,173,296,428,538,599,661,724,829,895,954,1006,1048,1075,1092,1117,1131,1145,1155,1162,1167,1171,1172,1174
浙江,浙江,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,浙江,治愈,1,1,1,1,3,3,4,14,21,32,43,62,78,94,123,175,201,242,270,321,360,403,428,456,507,535,584
浙江,浙江,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,温州,确诊,6,10,18,32,60,114,172,227,241,265,291,340,364,396,421,438,448,464,474,481,490,496,499,502,503,504,504
浙江,温州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,温州,治愈,1,1,1,1,3,3,3,7,8,15,17,28,28,36,49,70,78,99,102,120,140,159,169,182,194,208,208
浙江,温州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,杭州,确诊,6,12,27,27,32,51,69,85,98,110,118,132,141,151,156,162,165,155,157,159,162,165,166,166,168,168,169
浙江,杭州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,杭州,治愈,0,0,0,0,0,0,0,0,3,2,2,6,14,15,18,22,41,41,48,67,63,69,73,75,93,94,108
浙江,杭州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,宁波,确诊,5,6,13,13,17,20,41,46,55,66,75,102,120,126,136,141,146,149,151,153,153,153,154,155,156,156,156
浙江,宁波,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,宁波,治愈,0,0,0,0,0,0,0,1,1,1,1,4,4,9,12,12,15,18,24,25,35,46,46,55,63,68,89
浙江,宁波,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,台州,确诊,18,20,21,22,22,40,64,81,95,100,109,115,122,124,129,133,138,141,143,143,144,144,145,146,146,146,146
浙江,台州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,台州,治愈,0,0,0,0,0,0,0,1,4,7,11,11,14,14,17,25,27,35,38,46,49,52,60,63,64,69,74
浙江,台州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,金华,确诊,1,2,3,5,7,13,20,27,34,34,36,40,44,47,48,52,53,53,53,54,55,55,55,55,55,55,55
浙江,金华,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,金华,治愈,0,0,0,0,0,0,0,3,3,4,6,6,8,9,9,13,15,16,19,23,24,24,24,24,30,30,33
浙江,金华,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,嘉兴,确诊,3,4,8,8,11,14,16,16,18,19,19,23,27,30,35,37,38,40,40,42,42,42,43,43,43,43,44
浙江,嘉兴,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,嘉兴,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,6,6,8,10,11,11,13,15,17
浙江,嘉兴,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,绍兴,确诊,1,4,5,6,7,19,19,23,24,27,30,30,30,33,34,36,38,41,41,41,41,42,42,42,42,42,42
浙江,绍兴,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,绍兴,治愈,0,0,0,0,0,0,0,0,0,1,2,3,3,3,5,5,8,10,12,13,15,16,17,17,19,20,20
浙江,绍兴,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,衢州,确诊,2,2,3,5,5,8,10,12,13,13,14,15,15,15,15,15,15,15,21,21,21,21,21,21,21,21,21
浙江,衢州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,衢州,治愈,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,5,5,5,8,8,9,9,10,10,10
浙江,衢州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,丽水,确诊,0,0,3,3,5,6,6,7,8,14,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17
浙江,丽水,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,丽水,治愈,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,5,5,5,7,7,9,10,10,11,11,11,14
浙江,丽水,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,舟山,确诊,1,2,2,4,4,6,6,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10
浙江,舟山,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,舟山,治愈,0,0,0,0,0,0,0,1,1,1,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5
浙江,舟山,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,湖州,确诊,0,0,1,3,3,5,5,6,6,6,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10
浙江,湖州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
浙江,湖州,治愈,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,4,4,4,4,4,4,5,5,6
浙江,湖州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,湖南,确诊,24,43,69,100,143,221,277,332,389,463,521,593,661,711,772,803,838,879,912,946,968,988,1001,1004,1006,1007,1008
湖南,湖南,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,湖南,治愈,0,0,0,0,0,0,2,2,8,16,22,31,54,81,112,156,186,208,247,304,339,364,425,464,498,527,555
湖南,湖南,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,4,4
湖南,长沙,确诊,8,8,18,22,24,46,57,68,86,112,125,148,164,179,190,196,205,213,219,223,228,238,241,241,241,241,241
湖南,长沙,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,长沙,治愈,0,0,0,0,0,0,1,1,2,2,2,6,8,8,18,27,33,39,48,56,63,66,73,89,92,92,98
湖南,长沙,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
湖南,岳阳,确诊,3,5,6,7,17,26,29,37,45,53,70,83,89,93,107,111,115,124,134,146,148,149,153,154,154,155,155
湖南,岳阳,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,岳阳,治愈,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,10,17,21,21,42,42,44,51,54,63,64,64
湖南,岳阳,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
湖南,邵阳,确诊,0,2,2,8,11,19,29,36,41,49,51,55,68,74,83,86,87,89,91,94,99,100,100,101,101,101,102
湖南,邵阳,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,邵阳,治愈,0,0,0,0,0,0,0,0,1,1,1,2,2,8,12,18,21,22,25,33,41,41,59,64,67,70,71
湖南,邵阳,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
湖南,常德,确诊,0,3,7,12,19,26,30,37,39,42,45,50,56,62,64,66,66,72,73,75,77,78,78,79,79,79,79
湖南,常德,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,常德,治愈,0,0,0,0,0,0,0,0,0,0,0,3,3,14,14,15,15,15,18,24,26,27,28,31,34,43,49
湖南,常德,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,株洲,确诊,1,1,3,5,7,13,18,19,22,25,26,34,38,41,46,48,58,61,68,71,75,77,78,78,78,78,78
湖南,株洲,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,株洲,治愈,0,0,0,0,0,0,0,0,0,1,1,1,2,7,7,8,10,10,11,12,21,21,29,33,35,37,37
湖南,株洲,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,娄底,确诊,3,5,5,7,9,13,16,20,26,29,35,40,45,51,53,59,64,66,69,69,72,73,75,75,76,76,76
湖南,娄底,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,娄底,治愈,0,0,0,0,0,0,0,0,1,1,2,3,3,3,4,8,8,8,12,18,22,25,29,34,35,40,47
湖南,娄底,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,益阳,确诊,0,4,4,7,10,14,17,20,24,27,30,35,40,41,43,44,46,53,54,58,59,59,59,59,59,59,59
湖南,益阳,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,益阳,治愈,0,0,0,0,0,0,0,0,0,0,1,1,6,6,6,10,15,16,16,22,22,22,25,27,30,31,35
湖南,益阳,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,衡阳,确诊,0,3,3,4,7,17,20,25,26,30,32,35,39,43,43,43,45,45,45,45,45,46,47,47,48,48,48
湖南,衡阳,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,衡阳,治愈,0,0,0,0,0,0,0,0,0,3,4,4,5,5,11,13,14,16,23,23,25,26,28,28,28,28,29
湖南,衡阳,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,永州,确诊,4,4,4,4,7,11,14,16,18,22,26,26,30,32,38,40,40,41,42,43,43,43,43,43,43,43,43
湖南,永州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,永州,治愈,0,0,0,0,0,0,0,0,2,2,5,5,8,8,10,10,13,13,18,18,18,23,27,28,30,30,30
湖南,永州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,怀化,确诊,3,5,8,11,16,18,23,26,28,31,32,35,35,36,38,38,39,39,39,39,39,39,40,40,40,40,40
湖南,怀化,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,怀化,治愈,0,0,0,0,0,0,0,0,1,1,1,1,6,7,10,14,15,15,21,21,23,26,30,30,32,37,37
湖南,怀化,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,郴州,确诊,1,1,3,6,7,7,10,12,13,18,21,22,24,25,29,31,32,32,33,38,38,39,39,39,39,39,39
湖南,郴州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,郴州,治愈,0,0,0,0,0,0,1,1,1,1,1,1,2,4,6,8,8,13,14,15,15,22,22,22,26,27,29
湖南,郴州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,湘潭,确诊,1,2,3,4,6,8,9,10,13,16,19,21,23,24,25,28,28,31,32,32,32,34,35,35,35,35,35
湖南,湘潭,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,湘潭,治愈,0,0,0,0,0,0,0,0,0,3,3,3,4,5,7,10,11,11,11,11,12,12,14,14,15,16,17
湖南,湘潭,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,湘西自治州,确诊,0,0,3,3,3,3,4,5,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8
湖南,湘西自治州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,湘西自治州,治愈,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,6,6,6,6,6,6,6,6,7,7
湖南,湘西自治州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,张家界,确诊,0,0,0,0,0,0,1,1,2,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5
湖南,张家界,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
湖南,张家界,治愈,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,3,4,4,5,5,5
湖南,张家界,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,安徽,确诊,15,39,60,70,106,152,200,237,297,340,408,480,530,591,665,733,779,830,860,889,910,934,950,962,973,982,986
安徽,安徽,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,安徽,治愈,0,0,0,0,0,2,2,3,5,7,14,20,23,34,47,59,72,88,105,127,157,193,221,255,280,361,401
安徽,安徽,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,5,6,6,6,6,6,6
安徽,合肥,确诊,6,10,13,13,16,29,39,50,59,59,75,81,93,104,115,128,136,147,150,157,161,166,168,169,171,173,173
安徽,合肥,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,合肥,治愈,0,0,0,0,0,1,1,1,2,2,5,5,5,7,9,11,11,15,20,28,28,38,38,43,49,71,75
安徽,合肥,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
安徽,蚌埠,确诊,1,1,1,3,3,3,8,15,16,26,37,43,48,64,88,99,115,126,134,141,146,149,153,157,158,158,159
安徽,蚌埠,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,蚌埠,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,7,9,13,30,30
安徽,蚌埠,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,5,5,5,5,5,5
安徽,阜阳,确诊,2,7,10,10,21,23,28,38,47,59,65,79,84,95,105,113,118,125,132,138,142,146,150,152,153,154,155
安徽,阜阳,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,阜阳,治愈,0,0,0,0,0,0,0,0,0,0,0,3,3,7,9,11,13,13,17,17,23,28,28,37,41,47,64
安徽,阜阳,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,亳州,确诊,1,4,6,6,8,15,20,20,25,30,39,48,58,66,72,81,87,92,92,97,100,106,107,108,108,108,108
安徽,亳州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,亳州,治愈,0,0,0,0,0,1,1,1,2,2,2,2,2,5,5,5,5,7,7,12,16,19,25,35,35,47,47
安徽,亳州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,安庆,确诊,1,4,5,8,8,14,18,18,31,43,47,55,56,60,66,71,75,78,80,80,80,81,82,82,83,83,83
安徽,安庆,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,安庆,治愈,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,6,12,15,15,15,29,32,33,34,34,39,44
安徽,安庆,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,六安,确诊,2,2,3,3,4,6,8,9,13,13,20,30,34,36,41,51,54,57,59,59,60,61,63,65,68,68,69
安徽,六安,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,六安,治愈,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,3,3,3,3,8,15,15,21,23,30
安徽,六安,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,宿州,确诊,0,0,2,3,3,9,10,10,12,14,21,23,24,25,27,28,28,31,33,36,38,39,39,39,40,41,41
安徽,宿州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,宿州,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,8,8,10,11,13,15,17,20
安徽,宿州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,马鞍山,确诊,0,4,7,7,10,11,14,14,22,27,28,28,30,30,30,31,31,31,32,32,32,34,35,36,36,36,37
安徽,马鞍山,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,马鞍山,治愈,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,2,4,6,8,9,10,10,12,14,15
安徽,马鞍山,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,芜湖,确诊,0,1,3,6,9,11,14,14,15,16,16,21,23,26,27,29,29,30,31,31,31,31,31,31,31,33,33
安徽,芜湖,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,芜湖,治愈,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,4,4,5,8,11,13,13,17,17
安徽,芜湖,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,铜陵,确诊,0,3,3,3,9,9,10,14,16,16,18,19,19,20,22,23,24,25,27,27,28,28,28,28,28,29,29
安徽,铜陵,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,铜陵,治愈,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,7,7,7,7,9,10,10,10,10,11,12,12
安徽,铜陵,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,淮南,确诊,0,0,1,2,2,2,6,6,6,6,7,8,12,12,14,21,22,23,24,24,23,23,23,24,25,27,27
安徽,淮南,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,淮南,治愈,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,6,6,6,6,7,8,8,11,11
安徽,淮南,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,淮北,确诊,0,0,1,1,2,2,2,2,6,6,8,11,14,17,22,22,23,23,24,24,25,25,26,26,27,27,27
安徽,淮北,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,淮北,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,6,6,10,10,10,13,13
安徽,淮北,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
