省份,区域,状态,2020-02-19,2020-02-18,2020-02-17,2020-02-16,2020-02-15,2020-02-14,2020-02-13,2020-02-12,2020-02-11,2020-02-10,2020-02-09,2020-02-08,2020-02-07,2020-02-06,2020-02-05,2020-02-04,2020-02-03,2020-02-02,2020-02-01,2020-01-31,2020-01-30,2020-01-29,2020-01-28,2020-01-27,2020-01-26,2020-01-25,2020-01-24
安徽,池州,确诊,1,1,1,1,1,1,2,4,4,6,6,10,11,11,11,11,12,15,15,16,16,17,17,17,17,17,17
安徽,池州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,池州,治愈,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,4,4,6,6,6,6
安徽,池州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,滁州,确诊,1,2,2,2,4,4,4,4,6,6,8,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13
安徽,滁州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,滁州,治愈,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,4,4,4,7,7,7,7,7,7
安徽,滁州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,黄山,确诊,0,0,1,1,4,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
安徽,黄山,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,黄山,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,6
安徽,黄山,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,宣城,确诊,0,0,1,1,2,2,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6
安徽,宣城,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
安徽,宣城,治愈,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4
安徽,宣城,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,江西,确诊,7,18,36,48,72,109,162,240,286,333,391,476,548,600,661,698,740,771,804,844,872,900,913,925,930,933,934
江西,江西,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,江西,治愈,0,0,0,1,3,3,5,7,9,12,18,20,27,37,45,55,73,105,128,152,170,187,210,240,275,310,362
江西,江西,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
江西,南昌,确诊,2,3,4,8,17,25,46,67,83,89,103,121,134,149,162,168,179,189,195,204,210,217,222,227,228,229,230
江西,南昌,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,南昌,治愈,0,0,0,0,0,0,0,1,1,1,4,4,7,10,14,20,27,38,47,53,61,68,72,75,89,95,114
江西,南昌,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,新余,确诊,1,1,1,3,3,11,11,28,40,43,50,59,69,78,87,95,100,105,110,117,121,124,127,129,129,129,129
江西,新余,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,新余,治愈,0,0,0,0,1,1,3,2,2,3,3,3,4,5,5,8,13,18,22,26,28,31,34,37,44,46,58
江西,新余,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,上饶,确诊,0,2,6,6,7,9,11,12,16,19,32,50,69,78,86,92,98,103,111,116,119,122,123,123,123,123,123
江西,上饶,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,上饶,治愈,0,0,0,0,0,0,0,1,1,1,4,4,5,5,5,5,7,12,13,15,17,18,20,31,35,39,47
江西,上饶,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,九江,确诊,1,2,2,4,9,16,31,42,43,55,64,78,86,92,95,97,100,101,101,105,109,114,115,117,117,118,118
江西,九江,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,九江,治愈,0,0,0,0,0,0,0,0,0,2,2,3,3,4,5,5,7,7,13,14,14,16,18,22,22,30,33
江西,九江,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,宜春,确诊,0,1,5,6,10,14,14,26,29,31,36,45,48,54,62,67,74,77,83,88,95,101,102,104,106,106,106
江西,宜春,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,宜春,治愈,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,5,6,10,10,16,16,18,20,20,24,30,33
江西,宜春,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,赣州,确诊,0,2,7,7,10,16,21,27,30,34,35,42,48,52,59,64,69,71,72,72,76,76,76,76,76,76,76
江西,赣州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,赣州,治愈,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,6,7,8,10,12,14,17,18,20,24
江西,赣州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
江西,抚州,确诊,1,4,6,7,8,9,13,15,18,24,29,34,44,46,56,59,63,64,67,68,69,71,72,72,72,72,72
江西,抚州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,抚州,治愈,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,7,7,9,9,11,14,14,17,21,22,28,29
江西,抚州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,萍乡,确诊,1,1,2,2,2,2,5,8,9,15,18,20,22,23,24,24,24,25,26,29,29,31,32,32,33,33,33
江西,萍乡,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,萍乡,治愈,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,5,6,7
江西,萍乡,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,吉安,确诊,1,1,2,3,3,4,5,8,11,12,13,15,15,15,16,17,17,18,19,21,20,20,20,21,21,22,22
江西,吉安,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,吉安,治愈,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,5,5,7,9,10,10,11
江西,吉安,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,鹰潭,确诊,0,0,0,0,1,1,3,4,4,8,8,8,9,9,10,11,11,12,14,18,18,18,18,18,18,18,18
江西,鹰潭,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,鹰潭,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,3,3,3
江西,鹰潭,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,景德镇,确诊,0,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6
江西,景德镇,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,景德镇,治愈,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3
江西,景德镇,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,赣江新区,确诊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
江西,赣江新区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,赣江新区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江西,赣江新区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,江苏,确诊,9,18,33,47,70,99,129,168,202,236,271,308,341,373,408,439,468,492,515,543,570,593,604,617,626,629,631
江苏,江苏,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,江苏,治愈,0,1,1,1,1,1,1,5,6,7,8,12,23,34,43,51,71,81,93,125,139,157,186,218,258,280,309
江苏,江苏,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,南京,确诊,3,4,7,7,10,14,19,25,28,35,40,44,47,52,57,65,71,78,84,87,90,91,91,92,92,92,93
江苏,南京,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,南京,治愈,0,0,0,0,0,0,0,2,2,2,2,4,10,11,15,20,22,22,22,24,26,27,27,32,32,35,35
江苏,南京,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,苏州,确诊,2,3,7,8,12,20,24,32,34,38,44,52,55,60,69,72,75,77,80,84,85,85,86,86,86,87,87
江苏,苏州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,苏州,治愈,0,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,11,13,13,16,17,17,26,26,31,31,33
江苏,苏州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,徐州,确诊,0,0,0,3,8,8,15,20,23,30,36,39,45,45,49,52,56,60,63,66,71,76,77,78,79,79,79
江苏,徐州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,徐州,治愈,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,8,8,10,16,17,20,23,28,42,42,51
江苏,徐州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,淮安,确诊,0,0,1,2,2,3,7,10,12,13,18,22,26,34,37,40,44,46,46,47,51,56,60,63,65,66,66
江苏,淮安,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,淮安,治愈,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,5,5,6,6,6,11,11,21,28,28,32
江苏,淮安,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,无锡,确诊,1,1,2,4,6,9,10,12,13,19,23,25,26,28,31,34,38,41,45,48,49,51,52,53,55,55,55
江苏,无锡,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,无锡,治愈,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,3,4,9,9,15,18,18,19,21,27
江苏,无锡,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,常州,确诊,0,5,5,6,8,8,10,13,14,15,15,19,24,27,29,31,31,31,31,36,38,43,43,46,49,50,51
江苏,常州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,常州,治愈,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,5,6,6,6,12,12,11,11,21,20,27,27
江苏,常州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,连云港,确诊,1,1,3,3,3,3,6,9,13,13,14,17,20,22,24,27,32,35,37,39,42,45,46,48,48,48,48
江苏,连云港,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,连云港,治愈,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,4,4,5,5,6,10,12,12,13,14,17
江苏,连云港,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,南通,确诊,1,1,2,4,6,6,9,10,12,17,19,22,25,27,29,31,32,33,35,37,38,39,40,40,40,40,40
江苏,南通,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,南通,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,5,11,11,11,15,15,17,19,23
江苏,南通,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,泰州,确诊,0,0,1,2,4,8,9,12,17,17,21,23,26,28,29,30,30,31,34,36,37,37,37,37,37,37,37
江苏,泰州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,泰州,治愈,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,5,5,6,15,15,16,16,20,22,22
江苏,泰州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,盐城,确诊,0,1,1,1,1,6,6,8,13,15,15,15,15,16,16,17,17,18,18,21,25,26,27,27,27,27,27
江苏,盐城,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,盐城,治愈,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,6,6,6,9,10,15,17,18
江苏,盐城,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,扬州,确诊,1,1,1,4,5,8,8,8,13,13,14,15,15,15,17,17,18,18,18,18,20,20,21,22,23,23,23
江苏,扬州,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,扬州,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,6,6,6,6,7,8,9,11,11
江苏,扬州,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,宿迁,确诊,0,1,1,1,3,4,4,7,8,8,9,10,11,11,12,12,12,12,12,12,12,12,12,13,13,13,13
江苏,宿迁,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,宿迁,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,7,7,7,7,7
江苏,宿迁,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,镇江,确诊,0,0,2,2,2,2,2,2,2,3,3,5,6,8,9,11,12,12,12,12,12,12,12,12,12,12,12
江苏,镇江,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
江苏,镇江,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,4,4,5,6,6
江苏,镇江,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,重庆,确诊,27,57,75,110,132,147,182,211,247,275,312,344,376,400,415,428,450,473,489,509,525,532,538,547,552,553,555
重庆,重庆,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,重庆,治愈,0,0,0,0,0,1,1,1,3,7,8,9,15,24,31,39,50,66,72,87,128,139,184,187,210,235,254
重庆,重庆,死亡,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,5,5,5,5,5,5
重庆,万州区,确诊,3,10,13,14,15,17,24,29,39,44,50,60,67,70,74,78,85,98,100,102,103,104,104,106,108,108,110
重庆,万州区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,万州区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,8,13,11,15,23,27,34,35,35,41,41
重庆,万州区,死亡,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3
重庆,江北区,确诊,0,0,2,3,4,5,8,8,12,13,16,16,16,18,19,20,23,24,25,25,25,26,26,27,28,28,28
重庆,江北区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,江北区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,5,8
重庆,江北区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,云阳县,确诊,1,2,4,8,10,11,13,15,18,18,18,18,18,19,20,20,20,20,21,21,22,22,23,24,24,25,25
重庆,云阳县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,云阳县,治愈,0,0,0,0,0,0,0,0,0,1,1,1,2,3,5,7,9,10,10,11,12,13,16,16,16,17,17
重庆,云阳县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,合川区,确诊,0,2,2,3,4,5,6,6,8,9,9,9,11,15,16,16,17,18,18,20,21,23,23,23,23,23,23
重庆,合川区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,合川区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,4,5,6,6,6,7,8
重庆,合川区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,綦江区,确诊,0,0,0,1,2,4,4,4,4,4,10,10,12,13,14,15,15,15,15,18,21,22,23,23,23,23,23
重庆,綦江区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,綦江区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,6,7,10
重庆,綦江区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,长寿区,确诊,3,5,5,6,7,7,7,9,10,11,11,12,12,12,12,12,15,15,16,16,17,17,18,20,21,21,21
重庆,长寿区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,长寿区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,8,8,9,9,9,9,10
重庆,长寿区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,垫江县,确诊,2,2,2,4,5,5,8,8,11,12,13,13,15,17,17,18,19,20,20,20,20,20,20,20,20,20,20
重庆,垫江县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,垫江县,治愈,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,5,5,6,6,7
重庆,垫江县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,奉节县,确诊,1,1,3,3,3,4,4,5,5,8,9,9,11,12,12,14,14,14,15,17,19,20,20,20,20,20,20
重庆,奉节县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,奉节县,治愈,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,4,5,6,6,7,7
重庆,奉节县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,九龙坡区,确诊,2,3,3,4,5,5,5,8,9,11,13,15,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20
重庆,九龙坡区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,九龙坡区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,7,7,8,10,10
重庆,九龙坡区,死亡,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
重庆,忠县,确诊,1,3,5,6,9,11,12,12,12,15,15,15,15,15,16,16,18,18,19,19,19,19,19,20,20,20,20
重庆,忠县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,忠县,治愈,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,6,7,7,9,9,10,10,12,12
重庆,忠县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,渝中区,确诊,0,0,0,0,0,1,5,6,7,9,9,13,16,18,19,20,20,20,20,20,20,20,20,20,20,20,20
重庆,渝中区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,渝中区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,7,7,12,12,14
重庆,渝中区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,开州区,确诊,2,4,4,7,9,11,14,16,16,16,17,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20
重庆,开州区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,开州区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,6,8,11,11,12,12,12,13,13,13
重庆,开州区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
重庆,潼南区,确诊,0,0,0,2,2,2,2,2,2,2,4,5,7,10,13,13,13,13,14,15,16,16,17,18,18,18,18
重庆,潼南区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,潼南区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3
重庆,潼南区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,两江新区,确诊,1,3,3,7,8,8,8,9,10,12,13,13,14,14,14,16,16,16,16,16,17,17,17,17,17,17,17
重庆,两江新区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,两江新区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,7,7,7,7
重庆,两江新区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,渝北区,确诊,2,2,4,5,6,6,8,10,11,12,12,12,12,12,12,12,12,13,15,15,15,15,15,15,16,16,16
重庆,渝北区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,渝北区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,4,5,5,7,7,8
重庆,渝北区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,南岸区,确诊,0,0,0,0,1,1,2,3,3,4,7,7,8,8,8,8,8,8,9,10,14,15,15,15,15,15,15
重庆,南岸区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,南岸区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3
重庆,南岸区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,大足区,确诊,0,0,1,1,1,1,4,4,4,4,5,7,7,7,9,10,11,13,14,14,14,14,14,14,14,14,14
重庆,大足区,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,大足区,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,5,8
重庆,大足区,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,石柱县,确诊,0,3,3,3,6,7,7,8,10,10,10,12,12,12,12,12,12,12,14,14,14,14,14,14,14,14,14
重庆,石柱县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,石柱县,治愈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,5,5,5,7,8,8
重庆,石柱县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,巫溪县,确诊,1,2,3,5,5,5,7,10,10,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13
重庆,巫溪县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,巫溪县,治愈,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,6,7,7,8,8,9,9,9
重庆,巫溪县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,丰都县,确诊,0,1,1,3,3,3,3,3,5,5,5,6,6,9,9,9,9,9,10,10,10,10,10,10,10,10,10
重庆,丰都县,疑似,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆,丰都县,治愈,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3
重庆,丰都县,死亡,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
